COUNTRY,FLOW,PRODUCT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Austria,Transport equipment,Coke oven coke,53.57,1.43,39.43,25.17,96.92,81.45,89.06,0.37,65.71,24.89,37.21,35.20,7.34,50.81,15.63,45.84,51.78,9.73,69.93,67.17,5.08,22.87,65.16,57.08,4.35,64.00,38.35,45.20,81.98,93.46,30.83,58.30,95.06,98.60,91.73,15.40,64.02,12.06,9.21,33.22,25.46,55.28,30.43,62.80,38.21,27.60,54.53,91.96,77.71,44.04,78.65,15.38,77.62,38.62,91.90,12.76,38.20,28.85,73.08,17.67,52.26,66.76
Austria,Transport equipment,Gas coke,15.98,98.88,70.30,9.33,96.97,34.08,35.92,91.98,68.78,46.21,40.31,47.88,57.12,79.17,0.03,94.67,52.13,25.10,86.13,24.32,76.03,88.62,30.32,8.27,81.65,15.40,63.38,84.86,63.88,52.87,90.90,42.81,77.25,63.68,87.82,34.99,84.27,47.06,38.67,96.67,97.30,48.89,90.97,76.77,30.33,38.87,71.21,82.86,15.72,66.79,19.57,62.25,57.03,19.02,14.30,94.59,61.29,73.37,67.28,93.62,55.60,83.96
Austria,Transport equipment,Coal tar,70.55,32.59,51.31,8.71,13.87,67.86,73.11,12.73,15.69,74.48,21.80,56.50,78.82,23.53,47.87,19.43,48.17,59.81,70.05,41.33,11.79,27.96,87.49,74.05,28.38,67.37,42.98,84.01,13.57,25.55,6.47,85.33,96.14,46.37,56.75,57.09,0.09,53.20,67.38,23.46,75.31,75.51,24.70,89.85,37.68,36.41,42.15,83.57,21.97,88.29,77.31,19.22,37.43,47.72,10.48,15.02,73.24,92.16,17.43,22.87,99.87,29.02
Austria,Transport equipment,BKB,53.41,64.32,67.98,67.63,50.16,55.39,47.61,60.00,77.86,45.96,8.64,72.80,25.53,66.42,81.89,26.22,55.38,97.50,28.53,84.42,87.41,69.17,87.75,75.29,25.21,51.81,2.82,36.60,88.63,28.12,35.87,86.01,43.87,46.75,5.43,41.30,71.93,42.48,41.37,99.28,57.89,44.00,69.91,42.46,49.60,22.87,90.87,17.47,18.49,28.60,75.85,22.68,69.73,16.71,91.48,96.27,84.56,7.33,90.38,36.46,9.62,20.79
Austria,Transport equipment,Gas works gas,98.29,86.93,37.83,99.50,48.36,22.87,68.22,43.75,62.15,23.33,44.69,35.93,35.35,2.01,89.70,10.95,0.61,52.35,20.83,77.19,33.45,54.88,74.82,62.56,32.79,34.32,86.20,98.05,75.17,52.29,49.49,85.42,9.98,98.20,8.13,11.36,68.66,2.36,41.35,55.92,54.42,34.16,34.36,96.77,86.20,33.39,6.09,63.56,95.43,85.45,67.55,29.76,41.16,56.16,56.55,64.07,25.27,62.99,24.86,11.04,57.51,74.48
Austria,Transport equipment,Coke oven gas,40.51,80.18,53.02,77.05,41.05,93.93,90.69,92.83,95.89,34.84,82.96,42.48,58.27,37.25,59.38,67.74,46.70,20.89,29.43,92.28,97.49,27.00,91.84,59.69,74.95,12.92,93.48,46.69,70.29,75.65,33.38,73.58,13.02,91.05,33.69,81.51,26.75,30.47,27.42,51.40,22.78,8.08,31.84,61.87,60.55,81.11,72.10,6.06,38.78,21.17,75.42,47.70,8.69,82.51,31.84,99.29,18.45,40.20,58.23,45.73,87.92,98.89
Austria,Transport equipment,Blast furnace gas,23.83,70.74,32.72,53.46,45.72,28.27,5.52,56.84,95.23,72.13,44.33,50.47,6.66,97.46,24.51,27.99,4.79,77.20,74.70,67.52,88.78,94.28,7.82,35.01,31.75,63.47,65.96,9.54,25.32,55.08,11.27,5.07,42.91,55.21,9.99,85.13,53.29,39.75,60.18,14.96,92.90,33.92,46.14,84.57,88.50,71.47,71.59,30.56,21.50,83.85,42.35,56.16,31.03,83.02,10.31,34.89,0.72,0.49,38.11,25.00,44.24,7.59
Austria,Transport equipment,Other recovered gases,8.77,12.61,37.25,66.63,83.20,43.88,65.22,68.31,78.72,35.56,80.65,71.29,97.64,69.61,82.64,77.90,52.83,50.48,34.97,11.05,51.68,14.56,53.89,33.96,20.25,18.93,42.31,26.42,5.84,19.89,28.37,95.24,89.78,78.70,65.55,63.50,97.71,78.91,88.35,5.03,90.01,60.69,30.91,92.41,34.05,99.33,14.81,83.07,27.35,4.42,56.46,46.59,38.73,97.73,62.20,49.95,6.12,12.02,94.49,48.67,86.00,23.24
Austria,Transport equipment,Peat,42.55,95.88,10.38,44.35,50.24,43.31,4.42,38.49,5.95,32.79,2.91,80.12,1.34,73.12,86.98,80.19,42.87,59.03,63.86,98.83,25.04,75.39,38.52,5.01,40.61,91.28,82.70,5.09,13.84,77.07,72.34,51.74,76.75,95.50,40.72,79.54,61.29,75.66,26.08,87.97,68.27,52.01,28.49,47.24,37.59,72.01,17.40,25.01,44.95,14.05,84.01,97.44,89.11,91.30,40.36,7.06,46.31,99.53,58.26,70.86,29.13,58.21
Austria,Transport equipment,Peat products,18.51,56.82,30.71,93.17,25.00,92.88,88.40,76.99,71.19,66.83,94.92,79.14,88.80,99.12,24.71,98.53,31.93,24.70,94.25,75.33,87.23,49.98,57.03,67.48,9.67,41.45,62.18,77.18,91.79,14.84,3.77,55.94,44.11,38.04,1.10,6.34,30.17,43.22,3.20,86.79,71.77,19.43,3.89,17.90,84.10,81.59,50.18,81.55,72.19,80.04,67.81,55.75,38.04,15.32,51.61,93.05,52.41,52.18,97.96,92.22,48.41,6.43
Austria,Transport equipment,Oil shale and oil sands,4.80,58.14,20.77,35.14,38.00,71.32,50.09,86.07,52.63,39.71,28.54,29.02,2.81,99.53,33.90,50.38,28.77,20.08,2.81,78.18,2.89,69.02,99.03,96.96,13.97,28.99,27.87,97.19,57.47,61.59,54.40,49.32,86.49,23.77,49.02,71.19,60.94,33.75,8.20,1.72,93.07,37.13,58.73,53.15,15.68,67.86,10.90,50.80,82.33,80.08,63.65,37.24,97.71,3.62,81.57,45.31,54.59,50.80,30.40,5.68,79.53,5.10
Austria,Transport equipment,Natural gas,76.93,33.82,75.23,53.49,18.90,88.88,7.00,91.40,93.78,29.17,64.40,46.98,62.78,57.55,49.43,15.53,54.01,98.31,55.88,26.87,26.67,32.59,8.46,51.00,64.09,21.31,57.60,36.75,50.54,26.42,48.07,53.10,91.97,88.39,62.89,15.91,83.55,13.22,64.93,82.14,37.65,19.79,33.45,74.53,41.04,86.62,54.50,44.62,81.29,77.24,2.10,51.60,68.81,18.47,3.75,21.47,16.06,42.59,84.55,80.78,16.46,26.31
Austria,Transport equipment,Crude/NGL/feedstocks (if no detail),89.44,7.60,69.49,25.15,81.80,77.61,34.04,32.78,40.12,55.40,29.72,2.79,91.14,4.57,47.26,2.48,52.45,95.78,77.15,98.10,62.83,3.51,49.92,69.28,71.22,20.51,4.22,57.60,34.24,74.99,70.21,16.99,20.34,28.86,48.40,87.22,27.75,10.98,49.71,87.41,87.69,4.67,17.43,28.66,36.29,56.09,35.18,87.80,95.20,33.53,30.20,30.73,14.68,49.12,10.11,1.47,35.16,17.48,71.50,31.43,84.09,47.90
Austria,Transport equipment,Crude oil,54.91,45.68,12.79,19.87,80.94,81.91,48.29,70.40,94.81,91.05,24.16,23.89,81.68,32.75,2.08,96.87,85.89,49.22,54.13,28.81,97.37,19.92,29.62,15.85,15.20,91.79,37.60,42.02,1.35,77.82,16.55,87.98,85.87,64.72,45.92,42.73,14.20,86.14,25.03,1.85,44.51,45.34,7.20,64.30,11.67,33.65,53.15,43.29,28.78,64.63,48.03,79.11,93.94,59.22,12.67,95.40,7.46,14.41,49.71,94.49,75.67,32.78
Austria,Transport equipment,Natural gas liquids,45.66,23.41,74.61,99.57,64.90,75.95,43.32,58.48,97.63,97.53,32.79,56.57,0.16,70.23,93.18,12.35,10.15,48.23,49.79,3.89,70.14,33.49,31.00,81.50,51.18,44.16,43.05,71.76,33.29,32.35,4.45,97.08,62.94,5.16,41.85,73.36,18.46,37.31,0.71,64.91,72.28,28.49,49.23,99.74,10.87,20.72,44.54,75.16,13.34,13.13,17.70,54.24,76.68,47.63,96.93,24.93,34.67,28.29,20.98,1.11,61.78,71.76
Austria,Transport equipment,Refinery feedstocks,49.10,4.39,49.99,54.39,42.05,5.68,10.49,20.99,63.73,37.66,38.25,16.03,24.76,25.26,6.43,57.95,72.31,85.60,84.42,31.20,52.06,85.55,61.45,77.30,42.56,14.90,4.91,27.75,68.91,81.95,29.61,17.79,9.89,48.16,34.25,98.08,5.09,66.93,9.08,73.77,15.66,62.09,15.61,11.92,66.00,79.16,28.60,77.24,72.56,30.32,20.17,74.33,5.33,58.20,70.20,1.19,3.45,84.46,21.83,18.56,94.89,34.39
Austria,Transport equipment,Additives/blending components,5.43,34.44,19.99,38.98,56.08,71.85,84.81,19.53,39.27,88.50,61.79,64.48,67.74,53.40,14.51,77.26,75.29,55.26,96.65,94.06,81.47,50.98,89.01,57.77,48.17,75.26,67.02,14.50,72.68,6.24,11.07,12.98,14.66,74.03,93.00,1.84,52.57,15.41,68.85,51.98,28.32,21.42,1.39,78.03,17.32,94.39,49.27,75.97,63.08,10.65,65.46,14.14,59.49,33.21,82.31,90.02,35.80,54.91,1.89,78.43,95.22,70.64
Austria,Transport equipment,Other hydrocarbons,50.23,15.90,87.02,84.66,82.12,46.84,26.70,96.04,81.34,62.80,92.63,96.55,49.77,57.60,95.82,54.76,93.67,3.05,9.15,78.59,57.27,42.36,75.54,45.38,30.94,24.73,13.06,14.85,60.23,58.08,95.43,16.86,88.01,74.67,88.11,24.64,4.62,84.81,22.97,47.35,26.39,29.86,8.16,74.55,98.96,32.08,89.87,4.40,8.53,40.96,16.94,31.40,11.79,16.18,41.54,11.74,25.71,19.64,4.05,95.99,47.45,46.46
Austria,Transport equipment,Refinery gas,66.05,76.80,93.15,78.94,33.12,53.97,56.40,7.65,38.68,78.36,74.60,23.40,87.33,55.39,84.51,4.45,32.51,72.08,95.16,14.44,69.50,18.09,75.85,7.38,9.43,8.70,88.52,10.73,18.78,32.60,40.10,45.34,36.27,27.67,56.02,16.57,58.10,95.59,42.58,33.37,27.57,45.26,1.66,37.76,62.57,56.12,24.43,29.76,94.70,28.55,42.79,31.21,68.09,79.30,11.12,3.01,69.26,46.87,77.53,78.62,90.54,81.55
Austria,Transport equipment,Ethane,33.15,18.21,85.64,20.20,99.74,82.41,10.06,20.34,95.63,80.92,6.28,25.25,23.61,96.33,82.84,46.70,55.83,93.14,78.33,56.14,76.29,11.44,5.04,15.37,6.07,33.84,14.73,93.43,42.49,36.13,2.38,79.90,28.34,37.72,19.46,47.91,22.48,39.52,60.07,17.71,73.73,67.09,38.90,98.56,59.70,61.92,95.06,13.12,99.56,14.15,2.47,51.92,39.26,6.09,94.83,12.29,83.29,50.14,28.38,57.21,13.30,22.18
Austria,Transport equipment,Liquefied petroleum gases (LPG),27.99,2.21,37.34,52.10,4.63,98.32,50.51,47.47,77.65,67.32,83.32,36.94,7.63,95.62,41.63,50.08,69.42,74.93,7.92,7.80,79.32,79.07,67.86,42.52,42.91,14.53,59.64,21.62,93.67,36.18,56.33,26.77,85.89,2.56,83.03,0.60,3.97,17.69,5.75,45.55,34.43,82.67,86.54,38.15,26.40,29.21,27.16,31.79,56.80,96.09,1.36,60.16,11.28,3.01,62.49,67.97,1.43,21.81,22.31,51.18,17.28,26.84
Austria,Transport equipment,Motor gasoline excl. biofuels,78.34,80.94,8.54,67.59,21.31,31.33,8.92,66.11,29.70,66.99,5.43,25.98,93.45,99.40,93.62,87.75,26.83,78.84,45.25,79.65,30.72,57.24,69.38,62.31,65.82,65.64,61.81,4.35,56.71,82.86,77.16,6.43,1.31,60.24,63.22,99.56,34.17,44.92,90.21,76.55,55.12,89.00,8.17,82.04,34.79,87.06,19.73,66.47,81.37,88.13,64.78,41.13,87.35,37.60,94.11,27.98,1.32,9.94,13.21,82.87,51.04,75.67
Austria,Transport equipment,Aviation gasoline,15.02,81.96,16.66,39.50,48.25,18.48,70.59,77.18,84.89,85.66,88.04,29.60,39.99,70.41,98.56,62.11,10.97,11.44,9.58,40.82,93.20,1.72,75.68,93.38,54.03,77.21,39.69,79.30,36.61,47.86,0.26,81.88,31.27,90.50,8.17,61.22,31.16,41.10,68.99,54.70,37.53,13.91,69.20,49.78,82.17,95.62,21.45,47.76,87.96,41.49,25.83,51.56,2.91,88.38,41.58,83.35,8.59,40.65,86.94,34.59,90.60,52.55
Austria,Transport equipment,Gasoline type jet fuel,39.16,48.86,83.34,19.41,0.26,80.66,40.43,36.35,46.54,35.34,91.73,27.19,63.02,6.04,22.91,64.15,33.79,21.01,1.22,71.30,36.01,61.71,15.48,13.49,97.21,82.94,41.78,36.34,78.22,28.96,64.55,51.80,88.07,20.58,2.07,22.81,28.89,64.84,57.09,55.02,25.97,12.59,4.97,79.09,78.75,52.25,13.99,13.67,87.37,25.37,23.29,41.48,27.37,80.35,91.67,15.79,41.21,20.16,72.93,14.17,54.19,50.72
Austria,Transport equipment,Kerosene type jet fuel excl. biofuels,49.63,78.83,47.39,42.17,91.72,48.32,97.65,93.90,32.63,44.96,59.86,60.45,63.70,9.10,95.65,27.49,79.01,57.41,49.91,89.90,13.24,14.34,23.95,38.72,42.52,59.62,53.04,17.63,90.46,27.64,20.49,27.84,59.82,89.77,40.57,85.66,5.40,4.95,49.07,51.59,90.03,15.31,15.90,16.51,30.90,10.73,34.97,57.30,27.44,9.90,11.40,46.64,92.48,20.94,36.97,42.96,36.25,75.38,86.82,73.20,85.57,39.60
Austria,Transport equipment,Other kerosene,94.19,95.13,96.19,29.34,8.60,32.92,60.00,46.19,25.38,6.89,38.46,88.84,86.07,89.05,68.81,57.40,22.76,75.47,98.93,53.11,34.04,74.42,91.79,54.74,60.00,61.30,0.25,23.90,66.81,14.37,78.95,4.85,56.86,21.20,52.65,98.07,56.04,2.61,1.85,40.85,72.65,74.10,12.60,28.23,17.03,66.25,38.58,72.54,48.47,1.96,7.36,69.37,59.43,38.19,16.65,33.10,30.97,72.95,14.80,5.61,44.19,7.31
Austria,Transport equipment,Gas/diesel oil excl. biofuels,61.74,90.40,84.54,78.53,60.40,73.10,3.71,67.82,81.63,62.94,9.24,49.51,74.71,34.89,97.01,7.95,79.23,88.75,95.70,34.09,88.45,2.02,99.09,88.50,4.85,61.88,69.21,39.40,97.95,94.96,25.03,79.99,40.01,68.63,3.33,5.53,85.37,89.20,94.57,44.81,64.57,68.32,7.82,37.84,42.15,70.91,81.47,6.56,42.40,4.61,97.64,42.92,64.69,65.43,48.01,1.11,94.95,59.78,94.86,88.19,10.59,50.97
Austria,Transport equipment,Fuel oil,43.53,77.96,29.09,46.04,58.86,62.89,71.88,18.63,33.72,28.02,54.98,89.77,20.18,77.25,82.52,91.00,37.49,23.23,77.50,91.89,40.13,12.50,46.78,33.99,21.90,51.13,69.47,41.25,77.83,22.96,15.77,93.16,8.27,33.06,82.71,52.80,13.93,88.64,21.52,84.05,0.68,3.55,42.60,79.82,48.75,26.73,68.08,15.47,86.35,15.25,0.58,4.44,92.28,52.82,98.02,35.79,51.14,93.25,71.58,44.04,10.19,86.10
Austria,Transport equipment,Naphtha,75.61,62.22,91.82,95.00,77.22,68.71,84.99,81.08,52.28,16.48,29.29,81.51,69.21,42.09,5.82,92.28,66.90,93.23,32.77,39.69,12.16,72.57,96.45,7.91,63.17,7.68,71.99,0.16,83.74,47.79,99.80,57.05,31.98,23.41,78.51,58.45,2.96,1.48,14.66,40.18,88.35,20.09,33.38,95.83,22.95,76.07,75.23,50.67,91.91,92.45,83.60,17.66,91.55,42.94,7.17,20.43,25.43,98.09,76.18,11.24,93.49,5.11
Austria,Transport equipment,White spirit & SBP,20.62,4.90,31.07,58.24,70.13,73.66,42.11,33.53,87.57,86.10,9.52,21.29,79.07,69.29,85.47,62.97,80.54,17.28,57.40,75.62,29.59,28.24,90.46,22.40,94.34,40.55,36.75,97.60,85.95,18.67,75.38,51.44,72.82,53.57,10.91,61.77,76.75,12.96,37.07,81.52,96.69,8.59,35.06,1.10,99.81,55.95,54.21,3.32,49.08,93.63,24.70,60.18,61.56,30.34,78.36,84.50,8.48,72.09,43.42,0.71,87.79,34.97
Austria,Transport equipment,Lubricants,38.41,14.22,58.83,61.62,86.01,74.14,40.12,6.51,60.14,52.32,9.70,47.66,20.66,43.28,20.22,84.04,89.98,84.84,95.37,23.77,55.10,54.68,39.15,10.06,74.78,2.34,11.22,31.27,55.40,72.18,21.85,53.42,0.02,65.19,72.17,11.90,95.52,60.62,28.64,22.94,76.76,50.34,80.41,55.16,1.54,95.09,14.36,42.38,80.26,98.01,84.45,91.86,45.70,52.52,72.20,83.16,46.10,11.14,68.07,9.03,19.71,74.87
Austria,Transport equipment,Bitumen,46.89,30.18,11.82,93.02,42.26,63.57,37.13,84.62,66.87,38.38,15.47,97.87,8.85,45.94,97.10,44.91,17.54,89.16,67.09,64.28,95.56,44.40,56.42,82.14,8.83,50.03,16.79,42.68,92.39,18.67,17.88,58.27,0.99,68.70,65.64,30.20,33.40,5.70,37.58,61.89,71.52,8.08,66.81,91.66,74.76,33.02,92.37,70.28,80.50,33.77,11.77,84.91,10.88,14.41,37.30,30.35,45.69,64.81,38.08,9.28,84.42,45.69
Austria,Transport equipment,Paraffin waxes,9.89,35.58,28.47,1.01,7.41,56.78,77.96,37.20,7.02,36.51,3.18,43.09,41.35,58.86,17.97,33.72,54.50,52.58,77.74,4.04,79.95,23.54,79.90,66.88,98.63,57.06,23.53,75.95,49.18,9.58,77.87,40.52,72.65,39.08,67.75,51.17,52.30,14.18,25.99,3.94,68.71,92.23,87.32,19.23,74.19,31.83,51.81,54.17,89.51,20.29,23.66,8.24,31.70,70.63,8.60,3.52,24.91,25.69,86.41,49.11,3.22,10.08
Austria,Transport equipment,Petroleum coke,4.85,15.08,11.06,10.70,56.75,17.36,62.84,49.37,44.72,28.13,23.26,26.43,35.63,39.80,70.26,8.26,91.85,76.85,97.04,38.90,78.30,50.73,43.36,71.49,16.93,16.10,25.38,88.33,44.43,55.09,57.22,10.93,17.24,1.46,33.61,44.62,70.66,22.91,55.51,58.07,36.06,86.49,80.31,29.10,58.81,23.55,39.18,82.36,96.04,66.73,30.86,94.25,49.44,74.74,84.56,82.92,60.11,26.68,34.36,54.21,14.50,78.59
Austria,Transport equipment,Other oil products,79.77,94.42,68.39,47.85,16.15,12.05,33.71,1.10,7.77,55.88,81.31,84.13,36.82,7.03,76.44,7.72,78.89,83.78,53.93,44.06,59.79,73.00,39.27,12.28,98.54,76.41,27.58,17.18,73.98,2.36,91.74,65.65,40.59,24.60,65.21,53.66,88.21,52.96,57.95,2.62,60.17,8.83,55.75,26.06,1.57,42.56,77.85,11.02,96.96,35.98,39.31,91.75,15.51,31.05,73.23,68.79,93.46,58.70,89.90,52.37,88.17,76.64
Austria,Transport equipment,Industrial waste,27.85,77.01,72.87,62.66,26.06,87.45,92.51,81.08,62.36,91.32,4.79,83.95,75.35,98.87,35.70,24.62,4.00,69.63,23.56,36.21,71.89,93.23,56.27,16.93,91.54,30.40,83.71,60.57,75.46,65.45,87.45,16.04,88.25,59.39,67.52,36.89,15.78,47.49,26.10,9.96,53.95,4.93,67.60,5.75,84.92,4.18,91.09,21.18,26.01,92.67,4.70,9.32,21.17,3.34,12.80,14.59,63.28,85.14,14.80,46.38,85.55,36.04
Austria,Transport equipment,Municipal waste (renewable),54.58,65.42,8.48,6.71,32.52,25.16,98.46,74.14,54.90,93.41,74.17,4.51,63.20,94.43,79.58,44.34,6.45,50.38,6.19,13.66,29.43,46.79,77.86,25.68,98.79,7.41,9.02,17.36,61.49,71.64,5.81,14.52,8.74,42.21,69.57,32.70,37.97,59.17,32.89,4.27,47.90,28.66,62.54,95.89,98.21,39.27,14.17,90.06,35.04,56.03,70.53,58.80,35.38,38.24,73.62,87.24,12.43,61.66,13.37,61.27,67.31,9.89
Austria,Transport equipment,Municipal waste (non-renewable),55.77,72.94,39.68,83.38,79.97,72.83,10.43,42.24,60.00,90.90,52.36,22.62,28.14,35.64,29.98,49.21,6.15,21.60,91.81,86.57,34.44,40.24,85.95,94.51,79.79,21.39,86.16,56.58,13.25,13.05,78.57,94.39,3.43,89.74,32.55,8.41,32.47,70.62,14.08,15.29,75.68,27.02,73.46,49.72,23.13,11.95,13.38,3.24,64.38,60.93,52.00,43.28,35.78,36.47,20.07,24.80,99.34,6.40,34.30,29.40,70.08,9.42
Austria,Transport equipment,Primary solid biofuels,77.64,92.71,61.12,86.58,24.91,67.57,73.70,59.39,32.04,89.50,99.53,94.33,20.70,97.24,10.14,99.17,89.59,93.92,70.94,39.75,1.95,16.49,42.72,77.69,26.61,94.70,25.23,60.90,58.26,99.50,51.79,10.91,36.13,21.51,84.83,69.11,95.73,46.12,62.91,16.96,16.74,78.08,22.80,50.05,81.50,5.82,51.95,3.86,93.57,13.11,88.56,78.82,38.49,98.24,10.42,13.66,81.56,9.26,77.79,22.13,92.64,35.14
Austria,Transport equipment,Biogases,35.39,26.25,64.51,52.76,16.93,7.06,43.32,58.44,1.72,51.62,47.33,66.20,36.84,18.42,77.80,96.22,3.16,70.36,0.30,15.92,10.71,37.45,46.74,88.61,90.86,91.12,93.34,21.06,95.10,1.29,0.29,39.30,21.25,38.27,12.64,68.47,56.11,9.74,53.46,54.69,74.65,73.02,39.42,12.19,47.33,98.67,30.59,69.93,20.69,79.52,52.29,23.14,58.07,47.84,33.12,3.89,27.32,46.33,30.67,5.35,27.52,79.09
Austria,Transport equipment,Biogasoline,23.58,52.92,15.40,80.81,80.53,89.16,27.65,93.65,90.71,89.50,23.96,48.66,48.77,93.21,77.03,79.67,15.83,60.59,34.98,28.55,24.49,14.11,11.27,29.14,79.77,38.90,60.42,63.12,32.15,35.76,77.76,47.34,96.98,97.94,50.52,99.59,76.39,64.84,38.88,37.32,54.39,51.38,74.26,6.65,75.74,36.06,86.34,83.15,16.69,77.87,96.65,63.84,7.74,68.57,29.97,61.89,86.96,32.69,61.22,30.59,43.71,80.26
Austria,Transport equipment,Biodiesels,21.75,77.58,96.09,4.52,93.50,59.73,26.47,71.24,86.81,68.38,61.40,66.22,34.83,5.93,92.62,94.75,73.33,99.38,51.31,26.21,92.54,91.18,49.89,88.32,16.07,81.28,16.64,35.28,93.36,9.05,34.76,25.46,34.46,0.48,34.34,1.99,9.30,20.07,29.92,12.23,68.52,34.29,56.59,51.73,80.79,88.76,16.06,31.52,86.95,46.53,76.34,25.11,38.23,86.81,11.08,30.34,35.11,18.84,13.24,53.83,11.92,17.25
Austria,Transport equipment,Bio jet kerosene,93.64,86.33,56.81,39.28,70.95,29.10,82.75,46.41,53.60,93.06,37.94,9.21,99.45,15.69,26.56,94.28,22.85,74.44,0.55,42.73,75.36,43.72,20.67,98.04,13.53,31.33,99.30,81.62,24.95,39.78,37.24,51.62,87.53,95.19,2.57,18.29,80.64,75.02,96.50,96.91,83.46,49.38,2.80,3.36,39.66,82.60,24.23,38.31,65.83,56.02,2.87,95.49,90.46,0.78,42.82,41.37,57.64,53.55,83.67,56.23,26.22,33.57
Austria,Transport equipment,Other liquid biofuels,62.99,18.93,18.67,50.13,66.97,59.19,78.09,13.27,77.37,22.57,72.16,37.81,66.45,85.51,45.51,44.43,64.87,30.87,98.38,53.88,32.12,57.00,67.87,68.11,83.38,59.82,95.87,15.52,73.77,15.46,44.78,44.02,6.20,76.53,11.11,48.83,48.16,24.80,16.60,91.95,73.41,22.38,40.75,8.72,88.43,14.50,34.35,89.90,74.10,44.18,25.04,54.84,85.86,26.15,33.29,17.29,71.92,62.69,42.89,48.91,14.66,47.09
Austria,Transport equipment,Non-specified primary biofuels and waste,68.96,64.10,97.01,15.27,62.95,18.66,26.01,67.14,96.69,30.91,97.99,46.49,89.50,25.49,63.44,67.42,55.76,83.75,12.94,48.82,60.63,95.15,34.03,51.39,72.53,0.24,87.13,29.15,36.72,58.16,14.91,95.43,50.46,93.99,5.79,6.37,43.24,61.60,86.85,17.09,90.29,89.79,76.44,61.14,15.71,18.02,81.81,32.97,49.72,73.93,40.85,15.30,6.77,43.88,28.35,87.68,66.83,56.11,78.18,16.88,62.81,20.08
Austria,Transport equipment,Charcoal,47.85,85.11,11.41,39.73,80.93,56.50,2.88,36.77,11.35,54.13,97.30,18.71,61.02,7.32,1.29,8.10,37.42,17.55,14.87,38.48,14.48,44.37,30.85,61.58,63.11,3.55,47.89,26.67,5.68,24.38,3.42,37.50,65.26,95.34,1.25,40.38,22.48,70.17,9.24,85.21,97.72,78.60,52.64,41.35,86.98,40.90,71.52,13.59,4.25,61.10,41.95,4.48,34.08,59.05,16.49,72.43,73.32,80.67,34.52,77.56,83.24,89.15
Austria,Transport equipment,Elec/heat output from non-specified manufactured gases,98.15,32.96,45.52,63.45,13.00,2.94,85.70,68.91,78.69,96.51,16.61,72.44,52.44,44.92,16.86,98.55,46.44,58.10,1.65,49.20,65.23,27.01,83.22,11.34,69.91,2.67,60.08,86.12,98.64,36.03,16.97,73.76,80.47,51.50,30.81,13.25,94.45,7.61,99.02,93.52,32.97,95.60,79.67,38.41,54.11,57.58,73.23,90.49,5.01,9.87,85.45,66.72,53.37,31.08,34.60,37.38,55.83,0.42,99.70,46.24,99.55,81.37
Austria,Transport equipment,Heat output from non-specified combustible fuels,20.67,3.42,31.27,74.29,81.53,59.92,64.23,88.47,81.29,38.17,92.86,10.92,98.46,75.17,80.93,33.03,34.94,42.89,23.22,14.50,96.50,34.24,45.53,47.72,80.40,90.97,98.60,82.96,69.25,45.94,52.80,33.30,85.52,84.73,51.76,3.66,57.32,76.89,52.31,94.35,51.73,88.06,99.44,39.10,88.05,17.15,61.00,38.31,85.91,69.42,69.62,90.11,36.44,9.86,41.04,41.52,77.28,98.55,16.70,35.07,58.32,8.42
Austria,Transport equipment,Nuclear,16.44,32.70,13.95,90.29,64.34,36.84,10.45,46.18,66.88,81.37,52.35,77.67,7.47,79.67,68.48,55.76,51.55,22.34,90.35,45.85,17.51,20.20,76.15,48.00,74.14,81.00,91.76,16.07,59.16,6.34,87.78,39.99,64.89,22.91,87.41,19.72,59.86,24.43,60.32,9.69,85.08,27.80,6.16,32.60,12.42,30.81,73.36,22.71,50.00,97.88,49.91,74.98,9.11,22.20,76.50,59.29,35.80,23.58,95.63,18.81,85.89,61.96
Austria,Transport equipment,Hydro,9.70,3.47,9.21,90.70,91.17,53.78,33.60,28.15,77.74,6.65,47.77,81.21,49.47,63.58,65.67,83.36,71.39,94.66,41.35,35.84,46.14,24.91,17.35,86.85,36.72,11.21,33.62,80.60,51.62,77.68,71.29,53.15,37.46,4.85,55.66,20.79,19.91,8.61,69.92,6.89,15.74,40.97,35.04,67.75,83.06,73.25,40.34,53.16,47.63,85.35,8.00,84.99,72.62,46.86,3.78,43.07,1.25,35.76,2.78,63.02,19.97,64.70
Austria,Transport equipment,Geothermal,42.93,63.99,80.64,5.42,78.98,56.80,25.97,53.21,18.38,41.66,43.78,73.76,99.61,35.31,95.18,83.80,98.96,85.62,96.61,27.22,23.65,46.74,36.28,7.99,93.05,44.49,19.04,6.11,49.79,72.94,91.94,32.85,61.76,27.30,30.05,84.52,38.57,10.09,77.65,62.25,97.50,50.21,18.55,29.47,72.49,69.66,36.89,31.75,81.58,87.96,11.57,4.22,92.88,31.72,89.56,62.84,17.64,97.66,72.25,80.89,1.17,61.32
